order_id,picked_up_time,delivered_time,actual_delivery_mins
ORD_07190,2024-01-04 09:15:00,2024-01-04 10:23:00,68.0
ORD_07191,2024-01-13 10:07:00,2024-01-13 10:29:00,22.0
ORD_07192,2024-01-18 18:06:00,2024-01-18 18:22:00,16.0
ORD_07193,2024-01-01 16:54:00,2024-01-01 17:17:00,23.0
ORD_07194,2024-02-11 10:10:00,2024-02-11 10:36:00,26.0
ORD_07195,2024-02-26 09:03:00,2024-02-26 09:13:00,10.0
ORD_07196,2024-01-16 10:24:00,2024-01-16 11:15:00,51.0
ORD_07197,2024-01-21 18:04:00,2024-01-21 18:26:00,22.0
ORD_07198,2024-01-07 09:01:00,2024-01-07 09:13:00,12.0
ORD_07199,2024-02-13 10:58:00,2024-02-13 11:28:00,30.0
ORD_07200,2024-02-17 12:57:00,2024-02-17 13:32:00,35.0
ORD_07201,2024-01-04 17:18:00,2024-01-04 17:35:00,17.0
ORD_07202,2024-01-01 16:45:00,2024-01-01 17:18:00,33.0
ORD_07203,2024-01-19 10:38:00,2024-01-19 10:51:00,13.0
ORD_07204,2024-02-02 16:21:00,2024-02-02 16:35:00,14.0
ORD_07205,2024-01-28 16:22:00,2024-01-28 17:21:00,59.0
ORD_07206,2024-02-07 17:38:00,2024-02-07 18:02:00,24.0
ORD_07207,2024-01-02 16:31:00,2024-01-02 16:46:00,15.0
ORD_07208,2024-02-06 16:35:00,2024-02-06 17:07:00,32.0
ORD_07209,2024-02-03 18:03:00,2024-02-03 18:17:00,14.0
ORD_07210,2024-02-22 10:27:00,2024-02-22 11:19:00,52.0
ORD_07211,2024-02-04 15:58:00,2024-02-04 16:28:00,30.0
ORD_07212,2024-01-28 17:08:00,2024-01-28 17:32:00,24.0
ORD_07213,2024-01-02 15:55:00,2024-01-02 16:17:00,22.0
ORD_07214,2024-02-23 10:09:00,2024-02-23 10:33:00,24.0
ORD_07215,2024-01-20 15:15:00,2024-01-20 15:30:00,15.0
ORD_07216,2024-01-29 12:48:00,2024-01-29 13:13:00,25.0
ORD_07217,2024-01-03 10:52:00,2024-01-03 11:51:00,59.0
ORD_07218,2024-01-06 15:21:00,2024-01-06 16:50:00,89.0
ORD_07219,2024-02-16 12:53:00,2024-02-16 13:51:00,58.0
ORD_07220,2024-02-16 10:17:00,2024-02-16 10:40:00,23.0
ORD_07221,2024-01-08 12:12:00,2024-01-08 12:37:00,25.0
ORD_07222,2024-01-31 14:57:00,2024-01-31 15:18:00,21.0
ORD_07223,2024-01-20 12:56:00,2024-01-20 13:20:00,24.0
ORD_07224,2024-01-23 12:28:00,2024-01-23 13:21:00,53.0
ORD_07225,2024-01-31 16:11:00,2024-01-31 17:22:00,71.0
ORD_07226,2024-01-27 16:16:00,2024-01-27 16:37:00,21.0
ORD_07227,2024-01-20 10:23:00,2024-01-20 10:55:00,32.0
ORD_07228,2024-01-26 14:15:00,2024-01-26 14:57:00,42.0
ORD_07229,2024-01-02 11:41:00,2024-01-02 12:03:00,22.0
ORD_07230,2024-01-24 12:40:00,2024-01-24 13:24:00,44.0
ORD_07231,2024-01-08 15:52:00,2024-01-08 16:36:00,44.0
ORD_07232,2024-01-18 09:00:00,2024-01-18 09:12:00,12.0
ORD_07233,2024-01-22 17:50:00,2024-01-22 18:16:00,26.0
ORD_07234,2024-01-12 10:02:00,2024-01-12 11:37:00,95.0
ORD_07235,2024-02-05 12:03:00,2024-02-05 12:30:00,27.0
ORD_07236,2024-01-02 18:04:00,2024-01-02 18:27:00,23.0
ORD_07237,2024-02-02 14:38:00,2024-02-02 15:21:00,43.0
ORD_07238,2024-02-03 14:27:00,2024-02-03 14:40:00,13.0
ORD_07239,2024-01-16 12:09:00,2024-01-16 12:31:00,22.0
ORD_07240,2024-02-07 11:53:00,2024-02-07 12:28:00,35.0
ORD_07241,2024-01-07 18:45:00,2024-01-07 19:16:00,31.0
ORD_07242,2024-01-17 15:58:00,2024-01-17 16:34:00,36.0
ORD_07243,2024-02-03 17:20:00,2024-02-03 17:30:00,10.0
ORD_07244,2024-01-19 09:48:00,2024-01-19 10:15:00,27.0
ORD_07245,2024-01-29 09:52:00,2024-01-29 10:33:00,41.0
ORD_07246,2024-02-26 09:27:00,2024-02-26 09:50:00,23.0
ORD_07247,2024-01-28 13:25:00,2024-01-28 13:40:00,15.0
ORD_07248,2024-02-05 12:42:00,2024-02-05 14:10:00,88.0
ORD_07249,2024-01-27 12:27:00,2024-01-27 12:45:00,18.0
ORD_07250,2024-01-03 16:55:00,2024-01-03 17:18:00,23.0
ORD_07251,2024-01-10 13:34:00,2024-01-10 14:10:00,36.0
ORD_07252,2024-01-20 09:44:00,2024-01-20 10:06:00,22.0
ORD_07253,2024-02-19 10:19:00,2024-02-19 11:27:00,68.0
ORD_07254,2024-02-07 09:31:00,2024-02-07 09:53:00,22.0
ORD_07255,2024-01-28 12:59:00,2024-01-28 13:23:00,24.0
ORD_07256,2024-01-13 13:09:00,2024-01-13 13:32:00,23.0
ORD_07257,2024-01-24 13:22:00,2024-01-24 13:39:00,17.0
ORD_07258,2024-01-10 18:03:00,2024-01-10 18:18:00,15.0
ORD_07259,2024-01-15 17:53:00,2024-01-15 18:29:00,36.0
ORD_07260,2024-01-21 18:59:00,2024-01-21 19:47:00,48.0
ORD_07261,2024-01-23 12:43:00,2024-01-23 12:58:00,15.0
ORD_07262,2024-01-24 13:32:00,2024-01-24 14:13:00,41.0
ORD_07263,2024-01-23 16:41:00,2024-01-23 17:09:00,28.0
ORD_07264,2024-01-26 18:49:00,2024-01-26 19:26:00,37.0
ORD_07265,2024-02-02 10:12:00,2024-02-02 11:10:00,58.0
ORD_07266,2024-01-28 13:56:00,2024-01-28 14:06:00,10.0
ORD_07267,2024-01-23 14:00:00,2024-01-23 14:34:00,34.0
ORD_07268,2024-02-22 16:38:00,2024-02-22 16:48:00,10.0
ORD_07269,2024-01-01 18:28:00,2024-01-01 19:53:00,85.0
ORD_07270,2024-01-20 14:14:00,2024-01-20 14:48:00,34.0
ORD_07271,2024-01-25 16:10:00,2024-01-25 16:59:00,49.0
ORD_07272,2024-01-22 18:50:00,2024-01-22 19:08:00,18.0
ORD_07273,2024-01-01 13:15:00,2024-01-01 13:40:00,25.0
ORD_07274,2024-02-26 14:30:00,2024-02-26 14:47:00,17.0
ORD_07275,2024-01-25 13:02:00,2024-01-25 13:27:00,25.0
ORD_07276,2024-01-31 17:15:00,2024-01-31 18:44:00,89.0
ORD_07277,2024-01-15 12:54:00,2024-01-15 13:22:00,28.0
ORD_07278,2024-01-21 14:56:00,2024-01-21 15:13:00,17.0
ORD_07279,2024-02-16 17:14:00,2024-02-16 17:45:00,31.0
ORD_07280,2024-02-15 16:59:00,2024-02-15 17:17:00,18.0
ORD_07281,2024-01-27 13:09:00,2024-01-27 13:25:00,16.0
ORD_07282,2024-01-17 17:54:00,2024-01-17 18:17:00,23.0
ORD_07283,2024-02-26 09:17:00,2024-02-26 10:00:00,43.0
ORD_07284,2024-01-12 14:38:00,2024-01-12 14:54:00,16.0
ORD_07285,2024-02-28 13:52:00,2024-02-28 14:26:00,34.0
ORD_07286,2024-02-08 11:05:00,2024-02-08 11:24:00,19.0
ORD_07287,2024-01-18 09:15:00,2024-01-18 09:46:00,31.0
ORD_07288,2024-01-09 10:28:00,2024-01-09 10:49:00,21.0
ORD_07289,2024-02-09 14:36:00,2024-02-09 15:03:00,27.0
ORD_07290,2024-02-01 11:36:00,2024-02-01 12:28:00,52.0
ORD_07291,2024-01-16 10:23:00,2024-01-16 11:21:00,58.0
ORD_07292,2024-01-29 17:57:00,2024-01-29 18:20:00,23.0
ORD_07293,2024-01-10 15:30:00,2024-01-10 15:56:00,26.0
ORD_07294,2024-01-12 14:27:00,2024-01-12 15:09:00,42.0
ORD_07295,2024-01-05 10:02:00,2024-01-05 10:21:00,19.0
ORD_07296,2024-01-13 12:57:00,2024-01-13 13:17:00,20.0
ORD_07297,2024-01-12 18:24:00,2024-01-12 18:41:00,17.0
ORD_07298,2024-01-05 10:03:00,2024-01-05 10:22:00,19.0
ORD_07299,2024-01-31 14:52:00,2024-01-31 16:34:00,102.0
ORD_07300,2024-01-01 17:24:00,2024-01-01 17:53:00,29.0
ORD_07301,2024-01-30 18:14:00,2024-01-30 18:48:00,34.0
ORD_07302,2024-02-19 13:37:00,2024-02-19 13:48:00,11.0
ORD_07303,2024-01-03 14:49:00,2024-01-03 15:18:00,29.0
ORD_07304,2024-02-14 12:39:00,2024-02-14 13:31:00,52.0
ORD_07305,2024-01-02 15:34:00,2024-01-02 15:55:00,21.0
ORD_07306,2024-01-07 10:52:00,2024-01-07 11:10:00,18.0
ORD_07307,2024-01-15 15:07:00,2024-01-15 15:30:00,23.0
ORD_07308,2024-01-19 09:35:00,2024-01-19 09:59:00,24.0
ORD_07309,2024-01-05 16:23:00,2024-01-05 16:45:00,22.0
ORD_07310,2024-01-13 10:57:00,2024-01-13 11:15:00,18.0
ORD_07311,2024-02-21 14:59:00,2024-02-21 15:14:00,15.0
ORD_07312,2024-01-30 13:39:00,2024-01-30 13:59:00,20.0
ORD_07313,2024-02-19 18:03:00,2024-02-19 18:26:00,23.0
ORD_07314,2024-01-25 09:56:00,2024-01-25 10:13:00,17.0
ORD_07315,2024-01-02 12:34:00,2024-01-02 13:00:00,26.0
ORD_07316,2024-01-15 09:09:00,2024-01-15 09:38:00,29.0
ORD_07317,2024-01-04 18:58:00,2024-01-04 20:22:00,84.0
ORD_07318,2024-02-27 13:55:00,2024-02-27 14:10:00,15.0
ORD_07319,2024-01-14 14:32:00,2024-01-14 15:08:00,36.0
ORD_07320,2024-02-08 10:50:00,2024-02-08 11:41:00,51.0
ORD_07321,2024-01-27 11:30:00,2024-01-27 11:55:00,25.0
ORD_07322,2024-01-09 12:54:00,2024-01-09 13:20:00,26.0
ORD_07323,2024-01-27 15:59:00,2024-01-27 16:16:00,17.0
ORD_07324,2024-01-05 18:32:00,2024-01-05 18:54:00,22.0
ORD_07325,2024-02-24 16:50:00,2024-02-24 17:19:00,29.0
ORD_07326,2024-01-29 09:30:00,2024-01-29 10:01:00,31.0
ORD_07327,2024-01-24 09:19:00,2024-01-24 09:45:00,26.0
ORD_07328,2024-01-02 10:02:00,2024-01-02 11:33:00,91.0
ORD_07329,2024-02-20 13:44:00,2024-02-20 14:03:00,19.0
ORD_07330,2024-02-27 11:49:00,2024-02-27 12:24:00,35.0
ORD_07331,2024-01-09 17:25:00,2024-01-09 18:08:00,43.0
ORD_07332,2024-01-02 17:51:00,2024-01-02 18:22:00,31.0
ORD_07333,2024-01-01 12:35:00,2024-01-01 13:01:00,26.0
ORD_07334,2024-01-09 14:24:00,2024-01-09 14:43:00,19.0
ORD_07335,2024-01-07 15:07:00,2024-01-07 15:17:00,10.0
ORD_07336,2024-02-04 16:36:00,2024-02-04 17:33:00,57.0
ORD_07337,2024-01-21 15:16:00,2024-01-21 15:49:00,33.0
ORD_07338,2024-02-19 15:18:00,2024-02-19 15:38:00,20.0
ORD_07339,2024-02-05 09:11:00,2024-02-05 09:26:00,15.0
ORD_07340,2024-01-30 10:45:00,2024-01-30 11:08:00,23.0
ORD_07341,2024-01-12 12:10:00,2024-01-12 12:27:00,17.0
ORD_07342,2024-01-08 11:43:00,2024-01-08 12:14:00,31.0
ORD_07343,2024-01-13 15:32:00,2024-01-13 15:48:00,16.0
ORD_07344,2024-01-19 10:40:00,2024-01-19 10:51:00,11.0
ORD_07345,2024-02-24 09:05:00,2024-02-24 09:27:00,22.0
ORD_07346,2024-02-12 16:13:00,2024-02-12 16:40:00,27.0
ORD_07347,2024-01-24 09:21:00,2024-01-24 09:47:00,26.0
ORD_07348,2024-02-13 18:19:00,2024-02-13 18:57:00,38.0
ORD_07349,2024-01-27 14:49:00,2024-01-27 15:09:00,20.0
ORD_07350,2024-01-08 13:57:00,2024-01-08 14:42:00,45.0
ORD_07351,2024-02-23 18:48:00,2024-02-23 19:14:00,26.0
ORD_07352,2024-02-25 12:13:00,2024-02-25 12:27:00,14.0
ORD_07353,2024-02-26 17:43:00,2024-02-26 17:53:00,10.0
ORD_07354,2024-01-30 12:43:00,2024-01-30 12:58:00,15.0
ORD_07355,2024-02-01 10:38:00,2024-02-01 10:54:00,16.0
ORD_07356,2024-01-07 09:31:00,2024-01-07 09:55:00,24.0
ORD_07357,2024-01-16 11:34:00,2024-01-16 11:53:00,19.0
ORD_07358,2024-01-31 13:11:00,2024-01-31 13:38:00,27.0
ORD_07359,2024-02-09 12:29:00,2024-02-09 12:59:00,30.0
ORD_07360,2024-02-16 17:56:00,2024-02-16 18:08:00,12.0
ORD_07361,2024-01-01 12:18:00,2024-01-01 12:35:00,17.0
ORD_07362,2024-01-10 14:55:00,2024-01-10 15:05:00,10.0
ORD_07363,2024-01-13 11:06:00,2024-01-13 11:20:00,14.0
ORD_07364,2024-01-27 17:47:00,2024-01-27 18:14:00,27.0
ORD_07365,2024-02-24 09:56:00,2024-02-24 10:14:00,18.0
ORD_07366,2024-02-12 11:35:00,2024-02-12 12:12:00,37.0
ORD_07367,2024-02-05 14:02:00,2024-02-05 15:15:00,73.0
ORD_07368,2024-01-05 10:16:00,2024-01-05 10:56:00,40.0
ORD_07369,2024-01-05 18:20:00,2024-01-05 18:42:00,22.0
ORD_07370,2024-01-20 15:53:00,2024-01-20 16:10:00,17.0
ORD_07371,2024-02-22 15:37:00,2024-02-22 16:05:00,28.0
ORD_07372,2024-01-03 15:27:00,2024-01-03 16:11:00,44.0
ORD_07373,2024-02-07 17:35:00,2024-02-07 17:53:00,18.0
ORD_07374,2024-01-04 09:31:00,2024-01-04 09:52:00,21.0
ORD_07375,2024-01-26 13:54:00,2024-01-26 14:05:00,11.0
ORD_07376,2024-02-08 13:35:00,2024-02-08 13:57:00,22.0
ORD_07377,2024-02-19 13:32:00,2024-02-19 13:47:00,15.0
ORD_07378,2024-01-16 15:16:00,2024-01-16 15:51:00,35.0
ORD_07379,2024-01-21 12:28:00,2024-01-21 12:49:00,21.0
ORD_07380,2024-01-24 11:47:00,2024-01-24 12:09:00,22.0
ORD_07381,2024-01-01 09:56:00,2024-01-01 10:35:00,39.0
ORD_07382,2024-02-28 09:16:00,2024-02-28 09:37:00,21.0
ORD_07383,2024-01-14 13:57:00,2024-01-14 14:21:00,24.0
ORD_07384,2024-01-19 16:50:00,2024-01-19 17:11:00,21.0
ORD_07385,2024-01-16 15:13:00,2024-01-16 15:33:00,20.0
ORD_07386,2024-02-03 18:17:00,2024-02-03 18:30:00,13.0
ORD_07387,2024-01-01 10:33:00,2024-01-01 11:19:00,46.0
ORD_07388,2024-01-06 13:11:00,2024-01-06 13:26:00,15.0
ORD_07389,2024-01-09 15:18:00,2024-01-09 15:47:00,29.0
ORD_07390,2024-02-26 16:21:00,2024-02-26 16:40:00,19.0
ORD_07391,2024-01-17 16:31:00,2024-01-17 16:43:00,12.0
ORD_07392,2024-01-25 13:23:00,2024-01-25 13:47:00,24.0
ORD_07393,2024-01-03 14:44:00,2024-01-03 15:12:00,28.0
ORD_07394,2024-01-10 14:55:00,2024-01-10 15:17:00,22.0
ORD_07395,2024-01-28 10:28:00,2024-01-28 11:34:00,66.0
ORD_07396,2024-01-06 10:37:00,2024-01-06 11:08:00,31.0
ORD_07397,2024-01-13 17:22:00,2024-01-13 17:44:00,22.0
ORD_07398,2024-01-25 10:14:00,2024-01-25 10:39:00,25.0
ORD_07399,2024-01-26 13:42:00,2024-01-26 14:04:00,22.0
ORD_07400,2024-01-31 15:41:00,2024-01-31 16:58:00,77.0
ORD_07401,2024-01-12 13:18:00,2024-01-12 14:03:00,45.0
ORD_07402,2024-02-21 14:23:00,2024-02-21 14:38:00,15.0
ORD_07403,2024-02-27 17:03:00,2024-02-27 17:40:00,37.0
ORD_07404,2024-02-10 13:49:00,2024-02-10 14:12:00,23.0
ORD_07405,2024-01-25 13:49:00,2024-01-25 14:10:00,21.0
ORD_07406,2024-01-30 14:48:00,2024-01-30 15:18:00,30.0
ORD_07407,2024-01-08 15:59:00,2024-01-08 17:06:00,67.0
ORD_07408,2024-01-11 18:03:00,2024-01-11 19:13:00,70.0
ORD_07409,2024-01-07 16:54:00,2024-01-07 17:14:00,20.0
ORD_07410,2024-01-02 12:55:00,2024-01-02 13:27:00,32.0
ORD_07411,2024-01-07 13:30:00,2024-01-07 13:55:00,25.0
ORD_07412,2024-01-03 13:39:00,2024-01-03 14:05:00,26.0
ORD_07413,2024-02-16 18:13:00,2024-02-16 18:32:00,19.0
ORD_07414,2024-02-11 13:36:00,2024-02-11 13:49:00,13.0
ORD_07415,2024-02-19 17:42:00,2024-02-19 18:20:00,38.0
ORD_07416,2024-02-26 13:18:00,2024-02-26 14:36:00,78.0
ORD_07417,2024-02-26 10:35:00,2024-02-26 11:03:00,28.0
ORD_07418,2024-02-12 09:09:00,2024-02-12 09:33:00,24.0
ORD_07419,2024-02-06 10:59:00,2024-02-06 11:52:00,53.0
ORD_07420,2024-02-14 12:50:00,2024-02-14 13:01:00,11.0
ORD_07421,2024-02-15 09:29:00,2024-02-15 09:57:00,28.0
ORD_07422,2024-01-25 17:29:00,2024-01-25 18:33:00,64.0
ORD_07423,2024-02-24 11:57:00,2024-02-24 12:27:00,30.0
ORD_07424,2024-02-16 18:54:00,2024-02-16 19:57:00,63.0
ORD_07425,2024-02-01 13:50:00,2024-02-01 14:06:00,16.0
ORD_07426,2024-02-07 14:59:00,2024-02-07 15:23:00,24.0
ORD_07427,2024-01-26 16:46:00,2024-01-26 17:13:00,27.0
ORD_07428,2024-01-22 18:08:00,2024-01-22 18:32:00,24.0
ORD_07429,2024-01-08 14:25:00,2024-01-08 14:41:00,16.0
ORD_07430,2024-01-22 16:48:00,2024-01-22 17:00:00,12.0
ORD_07431,2024-01-22 14:39:00,2024-01-22 16:18:00,99.0
ORD_07432,2024-02-19 13:00:00,2024-02-19 13:43:00,43.0
ORD_07433,2024-02-08 13:40:00,2024-02-08 14:03:00,23.0
ORD_07434,2024-01-07 09:03:00,2024-01-07 09:29:00,26.0
ORD_07435,2024-01-12 10:34:00,2024-01-12 10:52:00,18.0
ORD_07436,2024-02-14 13:33:00,2024-02-14 14:13:00,40.0
ORD_07437,2024-01-19 13:39:00,2024-01-19 13:55:00,16.0
ORD_07438,2024-01-19 15:10:00,2024-01-19 16:34:00,84.0
ORD_07439,2024-01-03 15:32:00,2024-01-03 16:07:00,35.0
ORD_07440,2024-01-17 17:35:00,2024-01-17 19:07:00,92.0
ORD_07441,2024-01-08 10:45:00,2024-01-08 11:11:00,26.0
ORD_07442,2024-01-09 14:50:00,2024-01-09 15:25:00,35.0
ORD_07443,2024-02-16 09:47:00,2024-02-16 10:19:00,32.0
ORD_07444,2024-01-26 12:09:00,2024-01-26 12:26:00,17.0
ORD_07445,2024-01-13 09:12:00,2024-01-13 09:33:00,21.0
ORD_07446,2024-01-25 16:14:00,2024-01-25 16:35:00,21.0
ORD_07447,2024-02-15 12:16:00,2024-02-15 12:35:00,19.0
ORD_07448,2024-01-19 14:15:00,2024-01-19 14:31:00,16.0
ORD_07449,2024-02-27 15:15:00,2024-02-27 15:30:00,15.0
ORD_07450,2024-02-15 14:43:00,2024-02-15 15:12:00,29.0
ORD_07451,2024-01-27 13:17:00,2024-01-27 13:35:00,18.0
ORD_07452,2024-02-18 10:09:00,2024-02-18 11:00:00,51.0
ORD_07453,2024-02-03 11:42:00,2024-02-03 12:15:00,33.0
ORD_07454,2024-01-14 12:02:00,2024-01-14 12:22:00,20.0
ORD_07455,2024-02-19 15:32:00,2024-02-19 15:57:00,25.0
ORD_07456,2024-01-22 16:21:00,2024-01-22 16:48:00,27.0
ORD_07457,2024-02-11 09:18:00,2024-02-11 09:45:00,27.0
ORD_07458,2024-01-16 12:19:00,2024-01-16 12:47:00,28.0
ORD_07459,2024-01-17 17:00:00,2024-01-17 17:22:00,22.0
ORD_07460,2024-02-11 13:57:00,2024-02-11 14:32:00,35.0
ORD_07461,2024-01-29 12:29:00,2024-01-29 12:55:00,26.0
ORD_07462,2024-02-15 17:35:00,2024-02-15 18:01:00,26.0
ORD_07463,2024-01-24 12:11:00,2024-01-24 12:37:00,26.0
ORD_07464,2024-01-31 09:37:00,2024-01-31 10:03:00,26.0
ORD_07465,2024-01-10 14:56:00,2024-01-10 15:24:00,28.0
ORD_07466,2024-02-14 12:23:00,2024-02-14 13:06:00,43.0
ORD_07467,2024-02-09 13:28:00,2024-02-09 13:54:00,26.0
ORD_07468,2024-01-20 09:56:00,2024-01-20 10:19:00,23.0
ORD_07469,2024-01-14 13:47:00,2024-01-14 14:46:00,59.0
ORD_07470,2024-02-05 14:12:00,2024-02-05 15:13:00,61.0
ORD_07471,2024-02-08 13:34:00,2024-02-08 13:47:00,13.0
ORD_07472,2024-01-04 12:06:00,2024-01-04 12:25:00,19.0
ORD_07473,2024-01-13 13:04:00,2024-01-13 13:28:00,24.0
ORD_07474,2024-01-28 09:52:00,2024-01-28 10:28:00,36.0
ORD_07475,2024-01-16 17:58:00,2024-01-16 18:12:00,14.0
ORD_07476,2024-01-12 09:05:00,2024-01-12 09:29:00,24.0
ORD_07477,2024-01-17 16:35:00,2024-01-17 17:00:00,25.0
ORD_07478,2024-02-15 14:45:00,2024-02-15 15:03:00,18.0
ORD_07479,2024-01-02 11:47:00,2024-01-02 12:06:00,19.0
ORD_07480,2024-01-03 14:07:00,2024-01-03 14:36:00,29.0
ORD_07481,2024-02-23 17:17:00,2024-02-23 17:27:00,10.0
ORD_07482,2024-01-22 10:36:00,2024-01-22 11:04:00,28.0
ORD_07483,2024-01-02 17:26:00,2024-01-02 17:48:00,22.0
ORD_07484,2024-01-26 11:06:00,2024-01-26 11:26:00,20.0
ORD_07485,2024-02-20 14:56:00,2024-02-20 15:10:00,14.0
ORD_07486,2024-02-04 12:54:00,2024-02-04 13:19:00,25.0
ORD_07487,2024-01-31 12:06:00,2024-01-31 12:39:00,33.0
ORD_07488,2024-01-21 09:37:00,2024-01-21 10:24:00,47.0
ORD_07489,2024-02-09 16:00:00,2024-02-09 16:33:00,33.0
ORD_07490,2024-01-25 09:23:00,2024-01-25 09:36:00,13.0
ORD_07491,2024-01-12 17:13:00,2024-01-12 17:26:00,13.0
ORD_07492,2024-01-23 18:19:00,2024-01-23 18:53:00,34.0
ORD_07493,2024-01-10 09:18:00,2024-01-10 09:38:00,20.0
ORD_07494,2024-02-17 13:39:00,2024-02-17 14:06:00,27.0
ORD_07495,2024-01-27 16:09:00,2024-01-27 16:26:00,17.0
ORD_07496,2024-02-05 16:14:00,2024-02-05 16:47:00,33.0
ORD_07497,2024-01-06 15:17:00,2024-01-06 15:33:00,16.0
ORD_07498,2024-01-19 14:50:00,2024-01-19 15:07:00,17.0
ORD_07499,2024-02-14 09:35:00,2024-02-14 09:49:00,14.0
ORD_07500,2024-01-19 12:22:00,2024-01-19 12:36:00,14.0
ORD_07501,2024-02-12 10:19:00,2024-02-12 10:47:00,28.0
ORD_07502,2024-01-07 16:02:00,2024-01-07 16:26:00,24.0
ORD_07503,2024-01-01 18:07:00,2024-01-01 18:37:00,30.0
ORD_07504,2024-01-01 18:36:00,2024-01-01 20:00:00,84.0
ORD_07505,2024-01-17 15:00:00,2024-01-17 15:29:00,29.0
ORD_07506,2024-01-27 11:00:00,2024-01-27 11:15:00,15.0
ORD_07507,2024-02-11 16:57:00,2024-02-11 17:29:00,32.0
ORD_07508,2024-02-08 11:11:00,2024-02-08 11:45:00,34.0
ORD_07509,2024-01-06 16:18:00,2024-01-06 16:41:00,23.0
ORD_07510,2024-01-07 14:23:00,2024-01-07 14:40:00,17.0
ORD_07511,2024-01-14 15:54:00,2024-01-14 16:55:00,61.0
ORD_07512,2024-01-01 14:20:00,2024-01-01 14:48:00,28.0
ORD_07513,2024-02-05 17:51:00,2024-02-05 18:02:00,11.0
ORD_07514,2024-02-27 18:36:00,2024-02-27 19:18:00,42.0
ORD_07515,2024-01-07 13:44:00,2024-01-07 13:59:00,15.0
ORD_07516,2024-01-05 13:40:00,2024-01-05 14:16:00,36.0
ORD_07517,2024-02-26 09:56:00,2024-02-26 10:15:00,19.0
ORD_07518,2024-02-24 13:51:00,2024-02-24 14:41:00,50.0
ORD_07519,2024-02-07 11:49:00,2024-02-07 12:32:00,43.0
ORD_07520,2024-02-27 12:46:00,2024-02-27 13:13:00,27.0
ORD_07521,2024-02-11 13:25:00,2024-02-11 14:38:00,73.0
ORD_07522,2024-01-24 12:17:00,2024-01-24 13:02:00,45.0
ORD_07523,2024-02-03 10:45:00,2024-02-03 11:02:00,17.0
ORD_07524,2024-02-10 12:15:00,2024-02-10 12:42:00,27.0
ORD_07525,2024-02-24 11:32:00,2024-02-24 12:01:00,29.0
ORD_07526,2024-01-16 17:03:00,2024-01-16 17:29:00,26.0
ORD_07527,2024-01-25 14:06:00,2024-01-25 14:25:00,19.0
ORD_07528,2024-01-12 11:34:00,2024-01-12 12:26:00,52.0
ORD_07529,2024-01-17 11:02:00,2024-01-17 11:38:00,36.0
ORD_07530,2024-01-24 12:11:00,2024-01-24 12:28:00,17.0
ORD_07531,2024-02-18 09:44:00,2024-02-18 10:22:00,38.0
ORD_07532,2024-01-04 16:51:00,2024-01-04 17:15:00,24.0
ORD_07533,2024-02-01 09:41:00,2024-02-01 10:10:00,29.0
ORD_07534,2024-02-28 18:18:00,2024-02-28 18:28:00,10.0
ORD_07535,2024-02-04 13:11:00,2024-02-04 13:37:00,26.0
ORD_07536,2024-01-15 15:34:00,2024-01-15 16:00:00,26.0
ORD_07537,2024-01-10 09:51:00,2024-01-10 10:28:00,37.0
ORD_07538,2024-01-13 14:32:00,2024-01-13 15:13:00,41.0
ORD_07539,2024-01-03 13:16:00,2024-01-03 13:36:00,20.0
ORD_07540,2024-01-21 17:49:00,2024-01-21 18:18:00,29.0
ORD_07541,2024-01-04 18:18:00,2024-01-04 19:01:00,43.0
ORD_07542,2024-02-22 14:48:00,2024-02-22 15:03:00,15.0
ORD_07543,2024-01-09 18:21:00,2024-01-09 18:47:00,26.0
ORD_07544,2024-02-10 10:25:00,2024-02-10 10:50:00,25.0
ORD_07545,2024-01-30 16:34:00,2024-01-30 16:55:00,21.0
ORD_07546,2024-02-06 11:44:00,2024-02-06 11:54:00,10.0
ORD_07547,2024-01-29 17:07:00,2024-01-29 18:22:00,75.0
ORD_07548,2024-02-09 18:53:00,2024-02-09 19:44:00,51.0
ORD_07549,2024-02-23 16:16:00,2024-02-23 16:40:00,24.0
ORD_07550,2024-01-15 17:37:00,2024-01-15 17:54:00,17.0
ORD_07551,2024-02-25 16:53:00,2024-02-25 17:14:00,21.0
ORD_07552,2024-01-18 12:28:00,2024-01-18 12:56:00,28.0
ORD_07553,2024-01-27 17:03:00,2024-01-27 18:37:00,94.0
ORD_07554,2024-02-10 15:10:00,2024-02-10 15:23:00,13.0
ORD_07555,2024-01-29 18:24:00,2024-01-29 18:40:00,16.0
ORD_07556,2024-01-28 10:54:00,2024-01-28 12:18:00,84.0
ORD_07557,2024-02-07 12:12:00,2024-02-07 12:24:00,12.0
ORD_07558,2024-02-20 10:52:00,2024-02-20 11:27:00,35.0
ORD_07559,2024-02-06 17:53:00,2024-02-06 18:21:00,28.0
ORD_07560,2024-01-18 11:13:00,2024-01-18 11:34:00,21.0
ORD_07561,2024-01-28 13:55:00,2024-01-28 14:09:00,14.0
ORD_07562,2024-02-05 14:49:00,2024-02-05 15:26:00,37.0
ORD_07563,2024-01-17 12:36:00,2024-01-17 13:02:00,26.0
ORD_07564,2024-02-16 11:40:00,2024-02-16 12:08:00,28.0
ORD_07565,2024-02-23 16:37:00,2024-02-23 17:10:00,33.0
ORD_07566,2024-01-14 14:12:00,2024-01-14 15:01:00,49.0
