order_id,user_id,order_amount,promised_time_mins,order_date,actual_delivery_mins,rating,city,signup_date
ORD_02574,U_03584,2682,30,2024-01-20,17.0,5.0,Hyderabad,2023-11-10
ORD_02575,U_00880,4649,30,2024-01-28,27.0,5.0,Mumbai,2024-01-12
ORD_02576,U_00128,1749,60,2024-01-23,36.0,,Bangalore,2024-01-24
ORD_02577,U_04157,524,30,2024-02-09,16.0,3.0,Delhi,2023-11-11
ORD_02578,U_03110,1201,30,2024-02-11,57.0,1.0,Chennai,2024-01-22
ORD_02579,U_02995,1005,60,2024-02-16,100.0,,Bangalore,2023-12-01
ORD_02580,U_00902,3241,30,2024-01-14,26.0,4.0,Gurgaon,2024-01-01
ORD_02581,U_01497,1719,60,2024-02-28,25.0,,Gurgaon,2023-11-20
ORD_02582,U_00866,758,45,2024-02-01,21.0,,Bangalore,2023-11-09
ORD_02583,U_04996,746,45,2024-01-05,15.0,,Mumbai,2023-12-01
ORD_02584,U_04821,1333,60,2024-01-07,82.0,,Gurgaon,2024-01-22
ORD_02585,U_01511,1286,45,2024-02-05,26.0,,Gurgaon,2023-12-04
ORD_02586,U_04411,1407,45,2024-01-05,14.0,2.0,Gurgaon,2024-01-20
ORD_02587,U_03122,248,45,2024-01-24,25.0,,Chennai,2024-01-27
ORD_02588,U_02989,964,45,2024-01-18,65.0,4.0,Gurgaon,2024-01-15
ORD_02589,U_03508,778,45,2024-01-26,12.0,,Delhi,2023-12-03
ORD_02590,U_02025,708,45,2024-01-09,18.0,2.0,Chennai,2023-12-07
ORD_02591,U_03085,2392,30,2024-01-17,17.0,4.0,Gurgaon,2023-12-25
ORD_02592,U_04112,631,60,2024-02-24,26.0,3.0,Bangalore,2023-11-25
ORD_02593,U_03072,521,30,2024-02-23,19.0,,Mumbai,2023-12-25
ORD_02594,U_01697,3831,30,2024-01-18,19.0,5.0,Mumbai,2024-01-22
ORD_02595,U_02946,353,30,2024-01-03,13.0,,Bangalore,2024-01-20
ORD_02596,U_00170,3542,30,2024-01-03,26.0,5.0,Delhi,2023-12-14
ORD_02597,U_04357,948,30,2024-02-14,18.0,5.0,Bangalore,2023-12-09
ORD_02598,U_04591,1784,45,2024-01-03,19.0,4.0,Delhi,2023-12-26
ORD_02599,U_00930,1075,30,2024-01-19,35.0,5.0,Chennai,2023-11-26
ORD_02600,U_03955,960,60,2024-01-11,50.0,,Mumbai,2023-12-18
ORD_02601,U_03800,1534,45,2024-02-21,14.0,4.0,Delhi,2023-12-07
ORD_02602,U_02312,479,30,2024-01-13,27.0,5.0,Mumbai,2023-12-07
ORD_02603,U_04027,150,60,2024-01-16,41.0,5.0,Chennai,2023-11-05
ORD_02604,U_03193,4855,30,2024-01-21,24.0,5.0,Hyderabad,2024-01-13
ORD_02605,U_03359,2533,30,2024-01-26,18.0,5.0,Gurgaon,2024-01-23
ORD_02606,U_02092,3058,30,2024-01-09,16.0,4.0,Gurgaon,2023-12-04
ORD_02607,U_01416,4733,30,2024-01-01,18.0,5.0,Delhi,2023-12-10
ORD_02608,U_01601,779,45,2024-02-10,33.0,4.0,Hyderabad,2023-12-17
ORD_02609,U_00648,174,60,2024-01-14,18.0,,Chennai,2023-11-12
ORD_02610,U_01146,1335,45,2024-01-08,67.0,4.0,Bangalore,2024-01-11
ORD_02611,U_04467,1315,30,2024-01-12,20.0,2.0,Chennai,2024-01-29
ORD_02612,U_04554,1460,45,2024-01-31,43.0,5.0,Gurgaon,2023-12-03
ORD_02613,U_03457,948,30,2024-01-16,14.0,,Gurgaon,2024-01-12
ORD_02614,U_03111,3459,30,2024-01-20,15.0,4.0,Gurgaon,2023-12-27
ORD_02615,U_03549,1422,30,2024-01-09,25.0,5.0,Delhi,2023-12-20
ORD_02616,U_00937,1434,60,2024-02-14,20.0,4.0,Delhi,2023-12-04
ORD_02617,U_03674,1761,30,2024-01-18,59.0,2.0,Delhi,2023-12-30
ORD_02618,U_03933,760,30,2024-02-15,16.0,5.0,Bangalore,2024-01-24
ORD_02619,U_04348,374,45,2024-01-06,16.0,1.0,Bangalore,2023-12-14
ORD_02620,U_04415,1550,45,2024-01-08,34.0,,Delhi,2023-12-05
ORD_02621,U_00930,617,45,2024-01-02,27.0,1.0,Chennai,2023-11-26
ORD_02622,U_02097,829,60,2024-01-31,49.0,,Delhi,2023-11-17
ORD_02623,U_02809,1418,45,2024-01-28,21.0,4.0,Gurgaon,2024-01-25
ORD_02624,U_00579,1214,60,2024-01-19,41.0,2.0,Bangalore,2023-11-09
ORD_02625,U_00197,3576,30,2024-02-14,27.0,5.0,Mumbai,2023-11-21
ORD_02626,U_00932,442,45,2024-02-25,44.0,5.0,Delhi,2023-11-30
ORD_02627,U_01347,1610,30,2024-01-29,17.0,3.0,Hyderabad,2023-12-19
ORD_02628,U_00207,1366,30,2024-01-13,16.0,,Chennai,2024-01-22
ORD_02629,U_00870,710,45,2024-02-06,19.0,1.0,Hyderabad,2023-11-20
ORD_02630,U_02222,566,30,2024-02-16,10.0,4.0,Delhi,2023-11-18
ORD_02631,U_02539,2470,30,2024-01-07,27.0,,Delhi,2023-12-17
ORD_02632,U_04473,3491,30,2024-01-28,22.0,4.0,Hyderabad,2024-01-23
ORD_02633,U_03919,3985,30,2024-01-10,26.0,,Bangalore,2023-12-21
ORD_02634,U_04196,108,30,2024-02-16,20.0,4.0,Mumbai,2024-01-14
ORD_02635,U_04299,1465,45,2024-02-26,11.0,,Gurgaon,2023-11-27
ORD_02636,U_04445,238,30,2024-02-27,23.0,5.0,Chennai,2023-12-14
ORD_02637,U_01044,4715,30,2024-01-06,24.0,,Hyderabad,2023-12-03
ORD_02638,U_01961,1157,30,2024-01-21,28.0,5.0,Bangalore,2023-11-19
ORD_02639,U_03372,3540,30,2024-01-17,21.0,5.0,Delhi,2024-01-14
ORD_02640,U_00872,1269,45,2024-02-14,16.0,,Bangalore,2023-12-10
ORD_02641,U_00050,543,60,2024-02-22,23.0,5.0,Delhi,2024-01-04
ORD_02642,U_04140,311,30,2024-02-27,24.0,,Chennai,2024-01-21
ORD_02643,U_00430,1297,60,2024-02-11,59.0,3.0,Chennai,2024-01-04
ORD_02644,U_01231,465,60,2024-01-27,50.0,5.0,Hyderabad,2024-01-14
ORD_02645,U_02873,904,30,2024-01-03,18.0,4.0,Chennai,2024-01-16
ORD_02646,U_03994,1018,60,2024-01-08,78.0,1.0,Chennai,2024-01-18
ORD_02647,U_00828,365,30,2024-01-18,71.0,,Mumbai,2023-12-01
ORD_02648,U_02496,3492,30,2024-01-26,25.0,5.0,Hyderabad,2024-01-20
ORD_02649,U_02809,1021,30,2024-01-03,49.0,,Gurgaon,2024-01-25
ORD_02650,U_00580,1090,60,2024-01-18,15.0,3.0,Gurgaon,2024-01-03
ORD_02651,U_04718,743,45,2024-01-05,42.0,,Hyderabad,2023-12-21
ORD_02652,U_02016,1740,30,2024-02-20,28.0,5.0,Hyderabad,2023-11-22
ORD_02653,U_03177,3998,30,2024-01-23,31.0,4.0,Delhi,2024-01-02
ORD_02654,U_03387,2505,30,2024-01-30,18.0,5.0,Delhi,2023-12-11
ORD_02655,U_00615,1049,60,2024-02-09,40.0,5.0,Bangalore,2024-01-18
ORD_02656,U_01787,1502,45,2024-02-20,43.0,,Chennai,2023-11-27
ORD_02657,U_04907,1227,30,2024-02-11,13.0,,Mumbai,2023-11-25
ORD_02658,U_00704,2089,30,2024-01-18,21.0,4.0,Mumbai,2024-01-29
ORD_02659,U_03275,1583,30,2024-02-11,16.0,3.0,Chennai,2023-12-14
ORD_02660,U_00203,1150,45,2024-01-27,57.0,,Bangalore,2024-01-27
ORD_02661,U_01780,1141,45,2024-02-14,25.0,1.0,Bangalore,2023-12-30
ORD_02662,U_01304,362,45,2024-02-02,56.0,,Chennai,2024-01-25
ORD_02663,U_04400,1329,30,2024-01-16,17.0,3.0,Bangalore,2023-12-15
ORD_02664,U_02845,4743,30,2024-01-13,24.0,5.0,Delhi,2023-12-23
ORD_02665,U_01384,1100,45,2024-01-23,16.0,5.0,Mumbai,2023-11-14
ORD_02666,U_00204,544,60,2024-01-13,23.0,5.0,Hyderabad,2024-01-17
ORD_02667,U_01400,1693,45,2024-02-16,40.0,4.0,Hyderabad,2023-12-06
ORD_02668,U_03405,982,60,2024-01-15,19.0,4.0,Chennai,2023-11-18
ORD_02669,U_04385,284,45,2024-01-11,22.0,,Gurgaon,2024-01-22
ORD_02670,U_00382,267,45,2024-01-17,40.0,,Gurgaon,2024-01-22
ORD_02671,U_01118,4841,30,2024-01-24,24.0,4.0,Mumbai,2023-12-11
ORD_02672,U_00323,768,30,2024-02-11,14.0,4.0,Chennai,2024-01-02
ORD_02673,U_02262,737,45,2024-02-15,11.0,,Bangalore,2024-01-12
ORD_02674,U_02647,127,45,2024-01-26,25.0,4.0,Chennai,2023-12-11
ORD_02675,U_02975,1156,30,2024-02-03,29.0,3.0,Bangalore,2023-11-03
ORD_02676,U_01458,360,45,2024-02-25,39.0,,Hyderabad,2023-12-20
ORD_02677,U_03422,596,30,2024-02-06,18.0,4.0,Mumbai,2024-01-07
ORD_02678,U_04366,573,60,2024-02-26,41.0,4.0,Hyderabad,2024-01-14
ORD_02679,U_02317,1052,60,2024-02-23,33.0,,Bangalore,2023-12-04
ORD_02680,U_00111,378,60,2024-01-25,57.0,4.0,Chennai,2023-12-25
ORD_02681,U_01058,2481,30,2024-01-05,24.0,5.0,Bangalore,2023-12-08
ORD_02682,U_01099,1421,30,2024-01-09,51.0,5.0,Chennai,2023-11-07
ORD_02683,U_03536,1041,30,2024-01-12,14.0,,Gurgaon,2023-11-13
ORD_02684,U_04386,677,45,2024-02-14,39.0,4.0,Hyderabad,2024-01-25
ORD_02685,U_00181,493,60,2024-01-24,57.0,,Mumbai,2024-01-15
ORD_02686,U_03066,1353,30,2024-02-05,16.0,,Mumbai,2024-01-15
ORD_02687,U_01555,1059,30,2024-02-01,17.0,3.0,Bangalore,2023-12-17
ORD_02688,U_03119,824,60,2024-02-04,15.0,2.0,Delhi,2024-01-01
ORD_02689,U_04290,479,45,2024-02-21,39.0,2.0,Chennai,2023-11-23
ORD_02690,U_01937,1072,45,2024-01-16,11.0,3.0,Delhi,2023-12-07
ORD_02691,U_00229,1186,45,2024-02-23,24.0,,Gurgaon,2023-12-06
ORD_02692,U_01031,4946,30,2024-01-14,20.0,5.0,Chennai,2024-01-17
ORD_02693,U_03386,946,30,2024-01-16,19.0,,Delhi,2023-11-07
ORD_02694,U_02609,882,45,2024-02-18,37.0,,Delhi,2024-01-21
ORD_02695,U_04864,1243,45,2024-02-25,20.0,5.0,Gurgaon,2024-01-13
ORD_02696,U_03523,702,45,2024-01-26,38.0,5.0,Bangalore,2023-11-15
ORD_02697,U_01248,484,45,2024-02-07,21.0,,Bangalore,2024-01-28
ORD_02698,U_03235,2149,30,2024-01-01,25.0,5.0,Bangalore,2023-12-12
ORD_02699,U_03549,1788,60,2024-01-17,39.0,,Delhi,2023-12-20
ORD_02700,U_01446,159,60,2024-02-10,88.0,3.0,Gurgaon,2023-11-01
ORD_02701,U_04969,364,60,2024-02-28,76.0,4.0,Hyderabad,2024-01-22
ORD_02702,U_00741,2751,30,2024-01-16,18.0,,Chennai,2023-12-16
ORD_02703,U_03885,762,60,2024-02-13,59.0,,Mumbai,2024-01-17
ORD_02704,U_04719,628,30,2024-01-29,13.0,4.0,Chennai,2023-12-24
ORD_02705,U_04839,1467,45,2024-01-28,16.0,,Gurgaon,2023-11-07
ORD_02706,U_00790,979,60,2024-02-27,94.0,5.0,Gurgaon,2023-12-06
ORD_02707,U_03481,1505,30,2024-01-28,23.0,,Mumbai,2023-12-11
ORD_02708,U_03794,133,60,2024-02-07,25.0,,Bangalore,2023-12-08
ORD_02709,U_01852,1387,60,2024-02-19,71.0,4.0,Chennai,2023-11-10
ORD_02710,U_02153,782,60,2024-02-04,10.0,5.0,Mumbai,2023-12-02
ORD_02711,U_04748,133,30,2024-01-05,26.0,4.0,Bangalore,2023-12-29
ORD_02712,U_03662,1100,30,2024-02-13,20.0,4.0,Bangalore,2023-11-14
ORD_02713,U_00798,4777,30,2024-01-16,20.0,5.0,Hyderabad,2023-11-21
ORD_02714,U_04934,531,60,2024-01-04,56.0,,Mumbai,2024-01-28
ORD_02715,U_02622,667,60,2024-02-18,26.0,4.0,Chennai,2023-11-30
ORD_02716,U_04281,961,45,2024-01-17,83.0,,Chennai,2023-12-16
ORD_02717,U_02981,761,60,2024-02-11,35.0,,Gurgaon,2023-11-25
ORD_02718,U_03015,3889,30,2024-01-04,22.0,5.0,Mumbai,2024-01-14
ORD_02719,U_01385,1694,60,2024-01-09,11.0,,Bangalore,2023-11-07
ORD_02720,U_00621,3468,30,2024-01-22,22.0,5.0,Hyderabad,2023-12-28
ORD_02721,U_03627,2110,30,2024-01-01,16.0,5.0,Gurgaon,2023-11-13
ORD_02722,U_01691,4807,30,2024-01-18,18.0,5.0,Gurgaon,2023-12-23
ORD_02723,U_04313,2347,30,2024-01-18,21.0,5.0,Delhi,2023-11-19
ORD_02724,U_01407,1715,30,2024-02-06,15.0,4.0,Delhi,2024-01-06
ORD_02725,U_03206,4057,30,2024-01-25,27.0,5.0,Delhi,2023-11-02
ORD_02726,U_01345,613,30,2024-02-23,21.0,,Mumbai,2023-11-30
ORD_02727,U_04413,1232,30,2024-01-29,10.0,4.0,Hyderabad,2023-11-24
ORD_02728,U_02198,1413,30,2024-02-01,26.0,1.0,Gurgaon,2024-01-02
ORD_02729,U_02734,2273,30,2024-01-22,15.0,,Delhi,2023-12-29
ORD_02730,U_04630,1748,45,2024-02-02,42.0,,Delhi,2023-11-02
ORD_02731,U_04570,114,30,2024-02-10,16.0,4.0,Hyderabad,2023-11-25
ORD_02732,U_02532,1185,30,2024-01-29,21.0,5.0,Chennai,2023-11-23
ORD_02733,U_04110,897,60,2024-01-29,56.0,5.0,Hyderabad,2023-11-10
ORD_02734,U_02003,225,45,2024-01-04,75.0,,Delhi,2023-12-18
ORD_02735,U_02722,4270,30,2024-01-02,15.0,5.0,Bangalore,2024-01-13
ORD_02736,U_00022,174,45,2024-01-23,38.0,1.0,Chennai,2023-11-08
ORD_02737,U_01401,4300,30,2024-01-25,16.0,4.0,Gurgaon,2024-01-14
ORD_02738,U_02369,841,45,2024-01-10,40.0,3.0,Mumbai,2023-12-05
ORD_02739,U_00204,717,60,2024-01-04,40.0,5.0,Hyderabad,2024-01-17
ORD_02740,U_04786,489,30,2024-02-02,44.0,,Hyderabad,2024-01-24
ORD_02741,U_01440,868,30,2024-01-10,27.0,5.0,Gurgaon,2023-11-24
ORD_02742,U_02111,140,45,2024-01-30,14.0,1.0,Chennai,2023-11-08
ORD_02743,U_03183,275,45,2024-01-09,72.0,4.0,Mumbai,2023-11-13
ORD_02744,U_01586,940,30,2024-01-28,14.0,,Chennai,2023-12-30
ORD_02745,U_04304,1237,60,2024-01-01,40.0,,Hyderabad,2024-01-19
ORD_02746,U_03343,3614,30,2024-01-06,16.0,5.0,Hyderabad,2023-12-29
ORD_02747,U_03046,1624,60,2024-01-06,39.0,2.0,Chennai,2024-01-16
ORD_02748,U_00997,660,60,2024-01-19,15.0,4.0,Chennai,2023-11-24
ORD_02749,U_01695,920,30,2024-01-17,11.0,4.0,Gurgaon,2023-12-29
ORD_02750,U_02802,813,60,2024-02-09,15.0,,Delhi,2023-12-22
ORD_02751,U_02599,1431,30,2024-02-09,29.0,3.0,Hyderabad,2023-12-23
ORD_02752,U_01237,730,30,2024-01-21,15.0,4.0,Gurgaon,2023-11-12
ORD_02753,U_02113,1305,45,2024-02-26,32.0,4.0,Hyderabad,2023-11-20
ORD_02754,U_04310,1116,45,2024-02-14,40.0,4.0,Gurgaon,2024-01-15
ORD_02755,U_03956,1316,60,2024-01-07,34.0,5.0,Delhi,2023-11-30
ORD_02756,U_02634,3237,30,2024-01-05,15.0,5.0,Bangalore,2023-11-10
ORD_02757,U_02452,232,60,2024-02-19,51.0,5.0,Bangalore,2023-12-01
ORD_02758,U_01912,250,60,2024-02-12,45.0,4.0,Hyderabad,2024-01-03
ORD_02759,U_01351,861,30,2024-01-22,20.0,3.0,Gurgaon,2024-01-26
ORD_02760,U_02875,4288,30,2024-01-23,15.0,5.0,Chennai,2023-11-11
ORD_02761,U_01682,928,45,2024-02-13,62.0,3.0,Bangalore,2023-11-05
ORD_02762,U_02588,125,30,2024-01-10,51.0,,Chennai,2023-11-08
ORD_02763,U_00892,1467,45,2024-01-15,29.0,,Hyderabad,2024-01-25
ORD_02764,U_04584,1464,45,2024-01-10,23.0,,Hyderabad,2024-01-05
ORD_02765,U_00668,2475,30,2024-01-17,16.0,4.0,Bangalore,2023-12-22
ORD_02766,U_04986,940,45,2024-02-05,23.0,5.0,Delhi,2023-12-31
ORD_02767,U_02930,4571,30,2024-01-11,24.0,5.0,Chennai,2023-11-12
ORD_02768,U_03736,901,45,2024-02-09,29.0,,Delhi,2023-12-17
ORD_02769,U_04249,1556,60,2024-02-23,54.0,3.0,Bangalore,2024-01-06
ORD_02770,U_04515,1402,45,2024-01-20,24.0,4.0,Mumbai,2023-11-29
ORD_02771,U_00137,1468,60,2024-02-28,71.0,3.0,Hyderabad,2023-11-30
ORD_02772,U_00918,572,45,2024-01-17,78.0,3.0,Gurgaon,2023-12-07
ORD_02773,U_00743,1597,30,2024-02-14,27.0,5.0,Hyderabad,2024-01-03
ORD_02774,U_01170,1232,45,2024-02-10,14.0,,Bangalore,2023-11-09
ORD_02775,U_03989,205,60,2024-01-31,48.0,5.0,Hyderabad,2024-01-22
ORD_02776,U_01873,3305,30,2024-01-22,15.0,5.0,Mumbai,2023-12-15
ORD_02777,U_02243,208,45,2024-01-08,39.0,,Mumbai,2023-11-20
ORD_02778,U_02780,1011,60,2024-01-08,59.0,5.0,Chennai,2023-11-18
ORD_02779,U_00211,1017,45,2024-01-23,34.0,,Gurgaon,2023-12-17
ORD_02780,U_04563,1068,60,2024-02-16,26.0,5.0,Bangalore,2023-12-31
ORD_02781,U_04405,1542,45,2024-02-26,73.0,,Bangalore,2024-01-05
ORD_02782,U_03399,3867,30,2024-01-21,18.0,,Hyderabad,2023-11-16
ORD_02783,U_02917,1466,60,2024-01-07,15.0,4.0,Mumbai,2023-11-14
ORD_02784,U_01002,780,30,2024-01-24,22.0,5.0,Delhi,2023-12-04
ORD_02785,U_03341,4649,30,2024-01-12,21.0,,Delhi,2023-12-28
ORD_02786,U_04473,2457,30,2024-01-19,24.0,4.0,Hyderabad,2024-01-23
ORD_02787,U_00838,1655,60,2024-01-29,42.0,,Mumbai,2023-12-31
ORD_02788,U_01887,4201,30,2024-01-26,20.0,5.0,Gurgaon,2024-01-15
ORD_02789,U_04574,2650,30,2024-01-04,25.0,5.0,Bangalore,2023-12-07
ORD_02790,U_00247,2096,30,2024-01-17,21.0,5.0,Delhi,2023-11-23
ORD_02791,U_00704,3355,30,2024-01-06,24.0,,Mumbai,2024-01-29
ORD_02792,U_03291,1119,45,2024-02-13,40.0,,Hyderabad,2024-01-26
ORD_02793,U_02893,4980,30,2024-01-31,19.0,5.0,Mumbai,2023-11-18
ORD_02794,U_00741,4550,30,2024-01-04,27.0,4.0,Chennai,2023-12-16
ORD_02795,U_00193,841,60,2024-01-09,31.0,5.0,Mumbai,2023-12-21
ORD_02796,U_00657,598,30,2024-01-22,25.0,,Delhi,2024-01-26
ORD_02797,U_04534,943,30,2024-01-12,16.0,,Chennai,2024-01-29
ORD_02798,U_03787,623,60,2024-01-01,79.0,3.0,Hyderabad,2023-12-05
ORD_02799,U_02262,763,30,2024-02-11,16.0,,Bangalore,2024-01-12
ORD_02800,U_04282,1529,60,2024-01-30,14.0,,Chennai,2024-01-15
ORD_02801,U_01278,2844,30,2024-01-07,21.0,5.0,Delhi,2023-12-01
ORD_02802,U_01263,225,30,2024-02-22,20.0,1.0,Gurgaon,2023-11-18
ORD_02803,U_02252,4751,30,2024-01-14,15.0,5.0,Mumbai,2023-12-24
ORD_02804,U_04464,1536,45,2024-02-21,17.0,3.0,Gurgaon,2023-12-25
ORD_02805,U_01154,648,45,2024-01-15,40.0,1.0,Mumbai,2024-01-28
ORD_02806,U_04842,1679,30,2024-02-14,28.0,4.0,Gurgaon,2023-11-22
ORD_02807,U_02024,1136,60,2024-02-01,54.0,,Delhi,2023-12-24
ORD_02808,U_02974,1436,30,2024-02-15,24.0,4.0,Gurgaon,2023-12-12
ORD_02809,U_03488,1403,60,2024-01-27,38.0,1.0,Bangalore,2023-12-18
ORD_02810,U_00059,356,45,2024-02-15,18.0,,Hyderabad,2023-11-17
ORD_02811,U_03000,857,60,2024-02-13,26.0,,Hyderabad,2023-11-10
ORD_02812,U_01227,1678,45,2024-02-14,31.0,,Chennai,2023-12-27
ORD_02813,U_01196,1304,30,2024-01-06,13.0,,Hyderabad,2023-12-28
ORD_02814,U_01089,1009,45,2024-01-03,25.0,,Delhi,2023-12-08
ORD_02815,U_03818,1490,45,2024-01-07,14.0,,Mumbai,2024-01-04
ORD_02816,U_03048,1307,45,2024-02-16,78.0,5.0,Mumbai,2023-11-16
ORD_02817,U_03828,3475,30,2024-01-24,20.0,4.0,Delhi,2024-01-04
ORD_02818,U_03298,1780,30,2024-02-19,12.0,,Delhi,2024-01-24
ORD_02819,U_00152,1556,45,2024-02-14,11.0,2.0,Hyderabad,2024-01-01
ORD_02820,U_04202,4209,30,2024-01-01,19.0,,Delhi,2024-01-05
ORD_02821,U_03111,4017,30,2024-01-13,20.0,4.0,Gurgaon,2023-12-27
ORD_02822,U_04179,873,45,2024-01-20,22.0,,Mumbai,2023-12-28
ORD_02823,U_01348,328,45,2024-02-07,13.0,,Gurgaon,2023-12-27
ORD_02824,U_01068,1101,30,2024-01-06,24.0,,Mumbai,2023-12-20
ORD_02825,U_04143,4335,30,2024-01-13,16.0,,Chennai,2024-01-22
ORD_02826,U_00085,1121,45,2024-02-06,29.0,1.0,Gurgaon,2024-01-22
ORD_02827,U_04043,1568,45,2024-01-24,27.0,2.0,Mumbai,2024-01-23
ORD_02828,U_00174,753,60,2024-01-18,54.0,,Mumbai,2024-01-22
ORD_02829,U_01110,582,60,2024-01-04,22.0,,Chennai,2023-12-21
ORD_02830,U_04972,881,60,2024-02-17,59.0,,Gurgaon,2023-12-24
ORD_02831,U_02054,1239,45,2024-01-13,31.0,4.0,Mumbai,2023-12-03
ORD_02832,U_01535,1568,30,2024-01-08,16.0,4.0,Chennai,2023-12-18
ORD_02833,U_00964,269,60,2024-01-18,46.0,,Bangalore,2023-11-25
ORD_02834,U_03642,817,45,2024-01-01,89.0,3.0,Mumbai,2024-01-24
ORD_02835,U_03836,3472,30,2024-01-31,34.0,5.0,Bangalore,2023-11-17
ORD_02836,U_02755,1228,45,2024-01-04,58.0,,Hyderabad,2023-12-09
ORD_02837,U_00914,120,45,2024-01-01,31.0,,Hyderabad,2023-12-29
ORD_02838,U_02604,317,45,2024-02-21,20.0,5.0,Delhi,2023-11-23
ORD_02839,U_02015,1552,30,2024-02-23,29.0,,Gurgaon,2023-11-22
ORD_02840,U_02620,225,60,2024-02-09,18.0,2.0,Hyderabad,2023-11-19
ORD_02841,U_00742,4829,30,2024-01-21,19.0,5.0,Mumbai,2024-01-15
ORD_02842,U_03861,441,60,2024-01-08,21.0,,Hyderabad,2023-11-09
ORD_02843,U_01080,586,60,2024-01-10,49.0,,Mumbai,2023-11-03
ORD_02844,U_04831,318,30,2024-01-12,17.0,5.0,Mumbai,2024-01-26
ORD_02845,U_03164,1677,30,2024-02-14,15.0,5.0,Hyderabad,2023-11-12
ORD_02846,U_02930,3055,30,2024-01-06,20.0,5.0,Chennai,2023-11-12
ORD_02847,U_01098,4435,30,2024-01-11,23.0,,Hyderabad,2023-11-20
ORD_02848,U_00866,282,45,2024-01-12,36.0,3.0,Bangalore,2023-11-09
ORD_02849,U_04409,660,30,2024-01-23,25.0,,Hyderabad,2023-12-30
ORD_02850,U_04353,635,45,2024-02-15,29.0,,Delhi,2024-01-18
ORD_02851,U_02354,1179,30,2024-02-13,27.0,2.0,Mumbai,2024-01-01
ORD_02852,U_00689,4823,30,2024-01-04,16.0,,Chennai,2023-12-23
ORD_02853,U_02440,4744,30,2024-01-27,19.0,5.0,Mumbai,2023-11-18
ORD_02854,U_03839,503,45,2024-01-30,76.0,5.0,Chennai,2023-12-22
ORD_02855,U_00272,229,30,2024-02-11,13.0,4.0,Mumbai,2023-12-29
ORD_02856,U_03258,604,30,2024-01-27,12.0,,Mumbai,2023-12-10
ORD_02857,U_03954,564,30,2024-01-13,23.0,2.0,Delhi,2023-11-03
ORD_02858,U_01766,592,30,2024-01-06,14.0,,Mumbai,2023-12-05
ORD_02859,U_01738,2885,30,2024-01-09,27.0,,Mumbai,2024-01-06
ORD_02860,U_02540,561,60,2024-02-04,52.0,,Bangalore,2023-11-14
ORD_02861,U_02177,289,60,2024-02-12,39.0,4.0,Hyderabad,2023-12-02
ORD_02862,U_01278,3136,30,2024-01-08,16.0,5.0,Delhi,2023-12-01
ORD_02863,U_01075,678,45,2024-02-13,30.0,5.0,Bangalore,2023-11-12
ORD_02864,U_02613,934,60,2024-02-01,83.0,,Hyderabad,2024-01-04
ORD_02865,U_03556,1491,45,2024-02-06,66.0,,Delhi,2023-11-06
ORD_02866,U_04339,878,45,2024-01-13,15.0,,Gurgaon,2024-01-07
ORD_02867,U_04500,4031,30,2024-01-05,25.0,4.0,Hyderabad,2023-12-25
ORD_02868,U_02464,872,45,2024-01-19,39.0,4.0,Gurgaon,2023-12-17
ORD_02869,U_04071,1715,30,2024-01-13,29.0,4.0,Bangalore,2024-01-26
ORD_02870,U_01803,177,30,2024-02-15,29.0,,Gurgaon,2023-11-21
ORD_02871,U_03055,2091,30,2024-01-20,32.0,4.0,Gurgaon,2023-12-20
ORD_02872,U_00170,3534,30,2024-01-29,15.0,4.0,Delhi,2023-12-14
ORD_02873,U_00247,3554,30,2024-01-01,24.0,,Delhi,2023-11-23
ORD_02874,U_00531,250,60,2024-02-24,23.0,4.0,Mumbai,2023-12-17
ORD_02875,U_04239,610,30,2024-02-17,65.0,,Chennai,2023-11-27
ORD_02876,U_03977,970,60,2024-01-18,52.0,1.0,Chennai,2023-12-05
ORD_02877,U_04685,624,30,2024-01-21,13.0,,Hyderabad,2023-11-14
ORD_02878,U_01569,1233,45,2024-02-20,64.0,5.0,Hyderabad,2023-11-02
ORD_02879,U_02546,446,45,2024-02-02,63.0,5.0,Delhi,2024-01-02
ORD_02880,U_03108,319,60,2024-01-01,43.0,2.0,Mumbai,2023-11-29
ORD_02881,U_04322,1127,60,2024-01-06,49.0,,Mumbai,2024-01-01
ORD_02882,U_00475,938,45,2024-02-15,14.0,,Chennai,2023-11-27
ORD_02883,U_01382,4450,30,2024-01-17,17.0,,Bangalore,2023-12-27
ORD_02884,U_01356,1576,60,2024-01-10,46.0,,Bangalore,2023-12-07
ORD_02885,U_01589,3835,30,2024-01-12,21.0,5.0,Mumbai,2023-11-16
ORD_02886,U_04411,826,30,2024-01-25,19.0,5.0,Gurgaon,2024-01-20
ORD_02887,U_01603,151,60,2024-01-31,58.0,5.0,Chennai,2023-12-17
ORD_02888,U_02415,564,45,2024-01-16,36.0,1.0,Chennai,2023-11-01
ORD_02889,U_03634,366,60,2024-01-02,66.0,,Delhi,2023-12-17
ORD_02890,U_02804,205,60,2024-02-18,94.0,5.0,Bangalore,2023-11-11
ORD_02891,U_00565,3925,30,2024-01-15,21.0,,Chennai,2023-12-27
ORD_02892,U_00896,1324,45,2024-01-13,62.0,1.0,Delhi,2023-12-18
ORD_02893,U_00204,734,30,2024-02-25,41.0,2.0,Hyderabad,2024-01-17
ORD_02894,U_04024,296,30,2024-01-24,14.0,5.0,Hyderabad,2023-11-13
